,area,year,item,avg_temp,rainfall_mm,pesticides_tonnes,Fertilizer_Used,Irrigation_Used,Weather_Condition,Soil_Type,yield
37,Afghanistan,2000,Potatoes,15.82,327.0,1594.5,False,True,Sunny,Chalky,167857
38,Afghanistan,2001,Potatoes,15.85,327.0,1594.5,True,False,Sunny,Loam,167857
39,Afghanistan,2002,Potatoes,15.71,327.0,1594.5,False,True,Cloudy,Chalky,164286
40,Afghanistan,2003,Potatoes,15.13,327.0,1594.5,False,False,Rainy,Silt,166667
41,Afghanistan,2004,Potatoes,16.13,327.0,1594.5,False,False,Rainy,Loam,176471
42,Afghanistan,2005,Potatoes,14.85,327.0,1594.5,False,True,Rainy,Chalky,150000
43,Afghanistan,2006,Potatoes,15.8,327.0,1594.5,True,False,Sunny,Clay,150000
44,Afghanistan,2007,Potatoes,15.52,327.0,1594.5,False,False,Cloudy,Loam,150400
45,Afghanistan,2008,Potatoes,15.48,327.0,1594.5,True,True,Sunny,Clay,140000
46,Afghanistan,2009,Potatoes,15.09,327.0,1594.5,False,False,Rainy,Clay,140000
47,Afghanistan,2010,Potatoes,15.68,327.0,1594.5,True,False,Cloudy,Peaty,120000
48,Afghanistan,2011,Potatoes,15.81,327.0,1594.5,True,True,Cloudy,Sandy,100000
49,Afghanistan,2012,Potatoes,14.51,327.0,1594.5,False,True,Cloudy,Sandy,109524
50,Afghanistan,2013,Potatoes,16.21,327.0,1594.5,True,True,Cloudy,Peaty,131960
51,Afghanistan,2014,Potatoes,15.295,327.0,1594.5,True,False,Rainy,Sandy,136054
52,Afghanistan,2015,Potatoes,15.295,327.0,1594.5,True,False,Cloudy,Chalky,130903
53,Afghanistan,2016,Potatoes,15.295,327.0,1594.5,True,False,Cloudy,Sandy,119868
54,Afghanistan,1990,Rice,15.45,327.0,1594.5,False,True,Cloudy,Sandy,19029
55,Afghanistan,1991,Rice,14.57,327.0,1594.5,False,False,Cloudy,Silt,19364
56,Afghanistan,1992,Rice,14.35,327.0,1594.5,True,True,Cloudy,Silt,17143
57,Afghanistan,1993,Rice,14.96,327.0,1594.5,True,False,Sunny,Clay,17143
58,Afghanistan,1994,Rice,14.94,327.0,1594.5,True,False,Sunny,Peaty,19000
59,Afghanistan,1995,Rice,15.04,327.0,1594.5,True,False,Sunny,Loam,22941
60,Afghanistan,1996,Rice,14.87,327.0,1594.5,True,True,Rainy,Sandy,19429
61,Afghanistan,1997,Rice,14.77,327.0,1594.5,True,True,Cloudy,Loam,22222
62,Afghanistan,1998,Rice,15.14,327.0,1594.5,False,True,Rainy,Sandy,25000
63,Afghanistan,1999,Rice,15.89,327.0,1594.5,True,False,Rainy,Sandy,20000
64,Afghanistan,2000,Rice,15.82,327.0,1594.5,True,False,Cloudy,Peaty,20000
65,Afghanistan,2001,Rice,15.85,327.0,1594.5,False,False,Sunny,Silt,20000
66,Afghanistan,2002,Rice,15.71,327.0,1594.5,True,True,Cloudy,Sandy,28741
67,Afghanistan,2003,Rice,15.13,327.0,1594.5,False,False,Rainy,Sandy,29931
68,Afghanistan,2004,Rice,16.13,327.0,1594.5,True,False,Rainy,Chalky,23744
69,Afghanistan,2005,Rice,14.85,327.0,1594.5,False,False,Rainy,Peaty,30313
70,Afghanistan,2006,Rice,15.8,327.0,1594.5,False,False,Rainy,Peaty,33750
71,Afghanistan,2007,Rice,15.52,327.0,1594.5,True,False,Cloudy,Loam,32471
72,Afghanistan,2008,Rice,15.48,327.0,1594.5,True,False,Sunny,Silt,32211
73,Afghanistan,2009,Rice,15.09,327.0,1594.5,False,False,Sunny,Peaty,32250
74,Afghanistan,2010,Rice,15.68,327.0,1594.5,False,False,Cloudy,Sandy,32308
75,Afghanistan,2011,Rice,15.81,327.0,1594.5,False,True,Sunny,Peaty,32000
76,Afghanistan,2012,Rice,14.51,327.0,1594.5,False,True,Rainy,Silt,24390
77,Afghanistan,2013,Rice,16.21,327.0,1594.5,True,False,Cloudy,Loam,24980
78,Afghanistan,2014,Rice,15.295,327.0,1594.5,True,True,Sunny,Peaty,24409
79,Afghanistan,2015,Rice,15.295,327.0,1594.5,True,False,Rainy,Peaty,25000
80,Afghanistan,2016,Rice,15.295,327.0,1594.5,False,False,Rainy,Silt,29963
81,Afghanistan,1990,Wheat,15.45,327.0,1594.5,False,False,Rainy,Chalky,10510
82,Afghanistan,1991,Wheat,14.57,327.0,1594.5,True,False,Sunny,Chalky,10213
83,Afghanistan,1992,Wheat,14.35,327.0,1594.5,True,False,Cloudy,Peaty,10313
84,Afghanistan,1993,Wheat,14.96,327.0,1594.5,True,True,Sunny,Peaty,10211
85,Afghanistan,1994,Wheat,14.94,327.0,1594.5,True,False,Sunny,Loam,10250
86,Afghanistan,1995,Wheat,15.04,327.0,1594.5,False,True,Rainy,Silt,10890
87,Afghanistan,1996,Wheat,14.87,327.0,1594.5,False,True,Sunny,Clay,11220
88,Afghanistan,1997,Wheat,14.77,327.0,1594.5,False,True,Sunny,Peaty,12764
89,Afghanistan,1998,Wheat,15.14,327.0,1594.5,True,True,Rainy,Silt,12964
90,Afghanistan,1999,Wheat,15.89,327.0,1594.5,True,True,Cloudy,Sandy,12329
91,Afghanistan,2000,Wheat,15.82,327.0,1594.5,False,False,Sunny,Peaty,7240
92,Afghanistan,2001,Wheat,15.85,327.0,1594.5,False,False,Sunny,Sandy,8977
93,Afghanistan,2002,Wheat,15.71,327.0,1594.5,False,True,Sunny,Chalky,15419
94,Afghanistan,2003,Wheat,15.13,327.0,1594.5,False,False,Rainy,Chalky,15000
95,Afghanistan,2004,Wheat,16.13,327.0,1594.5,True,False,Rainy,Peaty,12659
96,Afghanistan,2005,Wheat,14.85,327.0,1594.5,False,True,Cloudy,Clay,18215
97,Afghanistan,2006,Wheat,15.8,327.0,1594.5,True,True,Cloudy,Peaty,13760
98,Afghanistan,2007,Wheat,15.52,327.0,1594.5,True,False,Sunny,Sandy,18183
99,Afghanistan,2008,Wheat,15.48,327.0,1594.5,True,True,Cloudy,Loam,12263
100,Afghanistan,2009,Wheat,15.09,327.0,1594.5,True,False,Rainy,Clay,19666
101,Afghanistan,2010,Wheat,15.68,327.0,1594.5,False,True,Rainy,Clay,19252
102,Afghanistan,2011,Wheat,15.81,327.0,1594.5,True,True,Rainy,Peaty,15179
103,Afghanistan,2012,Wheat,14.51,327.0,1594.5,False,False,Rainy,Sandy,20104
104,Afghanistan,2013,Wheat,16.21,327.0,1594.5,False,False,Cloudy,Loam,20248
105,Afghanistan,2014,Wheat,15.295,327.0,1594.5,True,True,Rainy,Silt,20237
106,Afghanistan,2015,Wheat,15.295,327.0,1594.5,True,False,Sunny,Chalky,21959
107,Afghanistan,2016,Wheat,15.295,327.0,1594.5,False,True,Cloudy,Sandy,19803
108,Albania,1990,Maize,16.37,1485.0,121.0,False,False,Sunny,Chalky,36613
109,Albania,1991,Maize,15.36,1485.0,121.0,False,False,Cloudy,Loam,29068
110,Albania,1992,Maize,16.06,1485.0,121.0,False,True,Cloudy,Sandy,24876
111,Albania,1993,Maize,16.05,1485.0,121.0,False,True,Cloudy,Silt,24185
112,Albania,1994,Maize,16.96,1485.0,201.0,True,True,Sunny,Sandy,25848
113,Albania,1995,Maize,15.67,1485.0,251.0,True,True,Sunny,Chalky,31300
114,Albania,1996,Maize,15.64,1485.0,313.96,True,True,Cloudy,Peaty,32604
115,Albania,1997,Maize,15.9,1485.0,376.93,True,False,Cloudy,Loam,31862
116,Albania,1998,Maize,16.27,1485.0,439.89,True,True,Rainy,Peaty,33416
117,Albania,1999,Maize,16.57,1485.0,502.86,False,True,Sunny,Sandy,37455
118,Albania,2000,Maize,16.67,1485.0,565.82,True,False,Sunny,Chalky,38811
119,Albania,2001,Maize,16.59,1485.0,628.79,True,True,Rainy,Loam,38135
120,Albania,2002,Maize,16.47,1485.0,691.75,True,True,Cloudy,Chalky,39460
121,Albania,2003,Maize,16.69,1485.0,754.71,True,True,Cloudy,Sandy,42805
122,Albania,2004,Maize,16.16,1485.0,817.68,False,False,Sunny,Chalky,46197
123,Albania,2005,Maize,15.67,1485.0,880.64,False,True,Rainy,Chalky,45442
124,Albania,2006,Maize,15.92,1485.0,943.61,False,False,Rainy,Sandy,50111
125,Albania,2007,Maize,16.67,1485.0,1006.57,False,True,Rainy,Clay,46732
126,Albania,2008,Maize,16.71,1485.0,1069.54,True,False,Rainy,Peaty,50000
127,Albania,2009,Maize,16.73,1485.0,1132.5,True,False,Sunny,Peaty,55693
128,Albania,2010,Maize,16.52,1485.0,1311.17,False,False,Rainy,Silt,66790
129,Albania,2011,Maize,16.45,1485.0,1302.63,True,True,Cloudy,Sandy,59869
130,Albania,2012,Maize,16.7,1485.0,766.25,False,True,Sunny,Clay,67290
131,Albania,2013,Maize,17.41,1485.0,982.32,False,False,Rainy,Clay,69533
132,Albania,2014,Maize,16.46,1485.0,1365.34,False,True,Rainy,Chalky,69091
133,Albania,2015,Maize,16.46,1485.0,1300.84,False,True,Sunny,Sandy,69597
134,Albania,2016,Maize,16.46,1485.0,1419.44,True,False,Sunny,Sandy,64877
135,Albania,1990,Potatoes,16.37,1485.0,121.0,False,True,Sunny,Sandy,66667
136,Albania,1991,Potatoes,15.36,1485.0,121.0,True,False,Sunny,Loam,77818
137,Albania,1992,Potatoes,16.06,1485.0,121.0,True,True,Cloudy,Clay,82920
138,Albania,1993,Potatoes,16.05,1485.0,121.0,False,True,Sunny,Sandy,98446
139,Albania,1994,Potatoes,16.96,1485.0,201.0,True,False,Cloudy,Chalky,81404
140,Albania,1995,Potatoes,15.67,1485.0,251.0,True,True,Sunny,Silt,111323
141,Albania,1996,Potatoes,15.64,1485.0,313.96,False,True,Rainy,Loam,106138
142,Albania,1997,Potatoes,15.9,1485.0,376.93,False,True,Cloudy,Peaty,109874
143,Albania,1998,Potatoes,16.27,1485.0,439.89,False,False,Sunny,Peaty,127212
144,Albania,1999,Potatoes,16.57,1485.0,502.86,False,True,Sunny,Peaty,142018
145,Albania,2000,Potatoes,16.67,1485.0,565.82,False,False,Rainy,Sandy,141228
146,Albania,2001,Potatoes,16.59,1485.0,628.79,True,False,Rainy,Sandy,148818
147,Albania,2002,Potatoes,16.47,1485.0,691.75,True,True,Sunny,Silt,153868
148,Albania,2003,Potatoes,16.69,1485.0,754.71,False,False,Rainy,Clay,151301
149,Albania,2004,Potatoes,16.16,1485.0,817.68,False,False,Rainy,Loam,149346
150,Albania,2005,Potatoes,15.67,1485.0,880.64,True,False,Sunny,Loam,167061
151,Albania,2006,Potatoes,15.92,1485.0,943.61,False,False,Rainy,Silt,170745
152,Albania,2007,Potatoes,16.67,1485.0,1006.57,False,False,Cloudy,Chalky,188902
153,Albania,2008,Potatoes,16.71,1485.0,1069.54,False,False,Sunny,Chalky,193878
154,Albania,2009,Potatoes,16.73,1485.0,1132.5,True,True,Rainy,Chalky,219780
155,Albania,2010,Potatoes,16.52,1485.0,1311.17,False,False,Sunny,Clay,231111
156,Albania,2011,Potatoes,16.45,1485.0,1302.63,True,True,Sunny,Silt,242211
157,Albania,2012,Potatoes,16.7,1485.0,766.25,True,True,Sunny,Chalky,250538
158,Albania,2013,Potatoes,17.41,1485.0,982.32,False,False,Rainy,Clay,260110
159,Albania,2014,Potatoes,16.46,1485.0,1365.34,True,True,Sunny,Loam,250000
160,Albania,2015,Potatoes,16.46,1485.0,1300.84,False,True,Rainy,Peaty,242574
161,Albania,2016,Potatoes,16.46,1485.0,1419.44,True,True,Cloudy,Chalky,245894
162,Albania,1990,Rice,16.37,1485.0,121.0,False,False,Rainy,Clay,23333
163,Albania,1991,Rice,15.36,1485.0,121.0,False,True,Sunny,Silt,28538
164,Albania,1992,Rice,16.06,1485.0,121.0,True,False,Rainy,Clay,40000
165,Albania,1993,Rice,16.05,1485.0,121.0,False,False,Rainy,Clay,41786
166,Albania,1990,Sorghum,16.37,1485.0,121.0,False,True,Sunny,Sandy,12500
167,Albania,1991,Sorghum,15.36,1485.0,121.0,False,False,Rainy,Silt,6667
168,Albania,1992,Sorghum,16.06,1485.0,121.0,False,True,Sunny,Peaty,3747
169,Albania,1990,Soybean,16.37,1485.0,121.0,True,False,Sunny,Loam,7000
170,Albania,1991,Soybean,15.36,1485.0,121.0,True,False,Rainy,Silt,6066
171,Albania,1992,Soybean,16.06,1485.0,121.0,False,True,Cloudy,Loam,4507
172,Albania,1993,Soybean,16.05,1485.0,121.0,True,False,Sunny,Peaty,7998
173,Albania,1994,Soybean,16.96,1485.0,201.0,False,False,Rainy,Chalky,7927
174,Albania,1995,Soybean,15.67,1485.0,251.0,True,True,Cloudy,Sandy,11791
175,Albania,1996,Soybean,15.64,1485.0,313.96,False,True,Rainy,Chalky,15480
176,Albania,1997,Soybean,15.9,1485.0,376.93,True,False,Rainy,Clay,12768
177,Albania,1998,Soybean,16.27,1485.0,439.89,False,False,Sunny,Sandy,14327
178,Albania,1999,Soybean,16.57,1485.0,502.86,True,False,Rainy,Clay,17143
179,Albania,2000,Soybean,16.67,1485.0,565.82,False,False,Sunny,Peaty,15000
180,Albania,2001,Soybean,16.59,1485.0,628.79,False,True,Rainy,Loam,20000
181,Albania,2002,Soybean,16.47,1485.0,691.75,False,True,Cloudy,Chalky,20000
182,Albania,2003,Soybean,16.69,1485.0,754.71,True,True,Rainy,Chalky,12107
183,Albania,2004,Soybean,16.16,1485.0,817.68,True,False,Cloudy,Silt,13333
184,Albania,2005,Soybean,15.67,1485.0,880.64,False,True,Cloudy,Loam,17500
185,Albania,2006,Soybean,15.92,1485.0,943.61,True,True,Rainy,Loam,20000
186,Albania,2007,Soybean,16.67,1485.0,1006.57,True,True,Cloudy,Clay,20000
187,Albania,2008,Soybean,16.71,1485.0,1069.54,True,False,Rainy,Loam,20000
188,Albania,2009,Soybean,16.73,1485.0,1132.5,True,False,Sunny,Peaty,16667
189,Albania,2010,Soybean,16.52,1485.0,1311.17,False,True,Cloudy,Clay,16667
190,Albania,2011,Soybean,16.45,1485.0,1302.63,False,False,Sunny,Loam,18519
191,Albania,2012,Soybean,16.7,1485.0,766.25,True,True,Sunny,Chalky,13333
192,Albania,2013,Soybean,17.41,1485.0,982.32,True,True,Rainy,Chalky,10000
193,Albania,2014,Soybean,16.46,1485.0,1365.34,True,True,Rainy,Silt,16908
194,Albania,2015,Soybean,16.46,1485.0,1300.84,False,True,Rainy,Silt,25000
195,Albania,2016,Soybean,16.46,1485.0,1419.44,False,True,Rainy,Sandy,25152
196,Albania,1990,Wheat,16.37,1485.0,121.0,False,False,Cloudy,Clay,30197
197,Albania,1991,Wheat,15.36,1485.0,121.0,False,False,Sunny,Peaty,20698
198,Albania,1992,Wheat,16.06,1485.0,121.0,False,False,Sunny,Sandy,24388
199,Albania,1993,Wheat,16.05,1485.0,121.0,False,False,Cloudy,Chalky,29976
200,Albania,1994,Wheat,16.96,1485.0,201.0,False,False,Cloudy,Clay,24745
201,Albania,1995,Wheat,15.67,1485.0,251.0,True,True,Cloudy,Loam,28703
202,Albania,1996,Wheat,15.64,1485.0,313.96,True,False,Cloudy,Loam,21741
203,Albania,1997,Wheat,15.9,1485.0,376.93,False,False,Sunny,Clay,28516
204,Albania,1998,Wheat,16.27,1485.0,439.89,False,False,Rainy,Sandy,28037
205,Albania,1999,Wheat,16.57,1485.0,502.86,True,True,Sunny,Clay,24954
206,Albania,2000,Wheat,16.67,1485.0,565.82,True,True,Rainy,Chalky,30455
207,Albania,2001,Wheat,16.59,1485.0,628.79,False,False,Sunny,Sandy,28220
208,Albania,2002,Wheat,16.47,1485.0,691.75,True,False,Sunny,Silt,31617
209,Albania,2003,Wheat,16.69,1485.0,754.71,True,True,Cloudy,Clay,28629
210,Albania,2004,Wheat,16.16,1485.0,817.68,False,False,Cloudy,Loam,31130
211,Albania,2005,Wheat,15.67,1485.0,880.64,False,True,Rainy,Loam,31582
212,Albania,2006,Wheat,15.92,1485.0,943.61,False,False,Rainy,Sandy,30787
213,Albania,2007,Wheat,16.67,1485.0,1006.57,True,True,Rainy,Loam,35496
214,Albania,2008,Wheat,16.71,1485.0,1069.54,False,True,Cloudy,Silt,40168
215,Albania,2009,Wheat,16.73,1485.0,1132.5,True,True,Cloudy,Clay,40229
216,Albania,2010,Wheat,16.52,1485.0,1311.17,True,True,Sunny,Silt,39905
217,Albania,2011,Wheat,16.45,1485.0,1302.63,False,True,Rainy,Peaty,42301
218,Albania,2012,Wheat,16.7,1485.0,766.25,False,False,Cloudy,Silt,41096
219,Albania,2013,Wheat,17.41,1485.0,982.32,False,False,Rainy,Sandy,41292
220,Albania,2014,Wheat,16.46,1485.0,1365.34,False,True,Sunny,Loam,40001
221,Albania,2015,Wheat,16.46,1485.0,1300.84,False,False,Rainy,Sandy,39511
222,Albania,2016,Wheat,16.46,1485.0,1419.44,True,True,Sunny,Clay,39000
223,Algeria,1990,Maize,17.48,89.0,1828.92,False,False,Rainy,Chalky,16500
224,Algeria,1991,Maize,16.26,89.0,2461.8,False,False,Sunny,Clay,19231
225,Algeria,1992,Maize,16.27,89.0,1215.47,False,False,Cloudy,Loam,22828
226,Algeria,1993,Maize,17.0,89.0,1021.89,True,True,Cloudy,Sandy,12500
227,Algeria,1994,Maize,17.88,89.0,1255.02,False,False,Cloudy,Chalky,4512
228,Algeria,1995,Maize,17.36,89.0,2697.09,True,True,Sunny,Clay,16115
229,Algeria,1996,Maize,16.76,89.0,479.77,True,True,Rainy,Clay,17154
230,Algeria,1997,Maize,17.84,89.0,401.22,True,True,Cloudy,Clay,21417
231,Algeria,1998,Maize,17.14,89.0,322.84,False,True,Rainy,Chalky,17222
232,Algeria,1999,Maize,17.97,89.0,654.45,True,True,Sunny,Clay,22375
233,Algeria,2000,Maize,17.9,89.0,603.67,False,True,Cloudy,Clay,36186
234,Algeria,2001,Maize,18.13,89.0,710.11,False,False,Sunny,Peaty,27175
235,Algeria,2002,Maize,17.85,89.0,816.55,True,False,Sunny,Clay,33480
236,Algeria,2003,Maize,18.07,89.0,922.99,False,True,Rainy,Chalky,28853
237,Algeria,2004,Maize,17.38,89.0,3747.86,False,True,Sunny,Clay,31729
238,Algeria,2005,Maize,17.19,89.0,3662.87,True,True,Sunny,Sandy,33864
239,Algeria,2006,Maize,18.13,89.0,4110.72,False,False,Rainy,Peaty,65668
240,Algeria,2007,Maize,17.42,89.0,5390.79,True,False,Rainy,Peaty,85625
241,Algeria,2008,Maize,17.55,89.0,11556.12,True,False,Cloudy,Loam,44714
242,Algeria,2009,Maize,17.78,89.0,3867.99,True,True,Cloudy,Clay,30914
243,Algeria,2010,Maize,17.59,89.0,1295.88,False,False,Cloudy,Loam,25827
244,Algeria,2011,Maize,17.79,89.0,13861.76,False,False,Rainy,Peaty,23374
245,Algeria,2012,Maize,17.91,89.0,17379.76,True,False,Sunny,Chalky,25583
246,Algeria,2013,Maize,17.65,89.0,17278.65,False,False,Rainy,Chalky,33649
247,Algeria,2014,Maize,17.619999999999997,89.0,14258.22,True,False,Cloudy,Loam,26165
248,Algeria,2015,Maize,17.619999999999997,89.0,14258.22,True,True,Rainy,Peaty,39242
249,Algeria,2016,Maize,17.619999999999997,89.0,14258.22,True,False,Sunny,Silt,45122
250,Algeria,1990,Potatoes,17.48,89.0,1828.92,False,True,Rainy,Silt,78936
251,Algeria,1991,Potatoes,16.26,89.0,2461.8,False,True,Rainy,Clay,90747
252,Algeria,1992,Potatoes,16.27,89.0,1215.47,True,True,Sunny,Sandy,107917
253,Algeria,1993,Potatoes,17.0,89.0,1021.89,False,True,Cloudy,Loam,111215
254,Algeria,1994,Potatoes,17.88,89.0,1255.02,False,True,Rainy,Chalky,95078
255,Algeria,1995,Potatoes,17.36,89.0,2697.09,True,False,Cloudy,Peaty,136768
256,Algeria,1996,Potatoes,16.76,89.0,479.77,True,True,Sunny,Silt,134629
257,Algeria,1997,Potatoes,17.84,89.0,401.22,True,False,Rainy,Chalky,141042
258,Algeria,1998,Potatoes,17.14,89.0,322.84,True,False,Cloudy,Loam,160256
259,Algeria,1999,Potatoes,17.97,89.0,654.45,False,False,Sunny,Clay,153532
260,Algeria,2000,Potatoes,17.9,89.0,603.67,True,False,Rainy,Peaty,166143
261,Algeria,2001,Potatoes,18.13,89.0,710.11,True,False,Rainy,Silt,147018
262,Algeria,2002,Potatoes,17.85,89.0,816.55,False,True,Rainy,Sandy,183774
263,Algeria,2003,Potatoes,18.07,89.0,922.99,True,True,Rainy,Loam,212037
264,Algeria,2004,Potatoes,17.38,89.0,3747.86,True,True,Rainy,Clay,203585
265,Algeria,2005,Potatoes,17.19,89.0,3662.87,True,False,Cloudy,Chalky,216267
266,Algeria,2006,Potatoes,18.13,89.0,4110.72,True,True,Rainy,Silt,220689
267,Algeria,2007,Potatoes,17.42,89.0,5390.79,True,False,Sunny,Silt,189927
268,Algeria,2008,Potatoes,17.55,89.0,11556.12,False,False,Cloudy,Peaty,236393
269,Algeria,2009,Potatoes,17.78,89.0,3867.99,False,True,Sunny,Loam,250764
270,Algeria,2010,Potatoes,17.59,89.0,1295.88,True,True,Rainy,Chalky,270526
271,Algeria,2011,Potatoes,17.79,89.0,13861.76,True,False,Sunny,Sandy,292806
272,Algeria,2012,Potatoes,17.91,89.0,17379.76,True,True,Cloudy,Clay,304291
273,Algeria,2013,Potatoes,17.65,89.0,17278.65,True,True,Cloudy,Loam,303218
274,Algeria,2014,Potatoes,17.619999999999997,89.0,14258.22,True,True,Rainy,Clay,299247
275,Algeria,2015,Potatoes,17.619999999999997,89.0,14258.22,True,False,Sunny,Sandy,296099
276,Algeria,2016,Potatoes,17.619999999999997,89.0,14258.22,True,False,Cloudy,Peaty,306198
277,Algeria,1990,Rice,17.48,89.0,1828.92,False,False,Cloudy,Sandy,28000
278,Algeria,1991,Rice,16.26,89.0,2461.8,False,False,Rainy,Clay,26786
279,Algeria,1992,Rice,16.27,89.0,1215.47,False,False,Rainy,Clay,24733
280,Algeria,1993,Rice,17.0,89.0,1021.89,False,True,Sunny,Chalky,23111
281,Algeria,1994,Rice,17.88,89.0,1255.02,True,False,Rainy,Sandy,21374
282,Algeria,1995,Rice,17.36,89.0,2697.09,True,True,Cloudy,Chalky,19598
283,Algeria,1996,Rice,16.76,89.0,479.77,True,False,Rainy,Silt,17861
284,Algeria,1997,Rice,17.84,89.0,401.22,False,True,Cloudy,Chalky,15000
285,Algeria,1998,Rice,17.14,89.0,322.84,True,True,Cloudy,Clay,15000
286,Algeria,1999,Rice,17.97,89.0,654.45,True,False,Rainy,Peaty,13942
287,Algeria,2000,Rice,17.9,89.0,603.67,False,True,Sunny,Loam,13052
288,Algeria,2001,Rice,18.13,89.0,710.11,True,False,Rainy,Sandy,12314
289,Algeria,2002,Rice,17.85,89.0,816.55,False,False,Rainy,Peaty,12959
290,Algeria,2003,Rice,18.07,89.0,922.99,True,False,Sunny,Loam,12783
291,Algeria,2004,Rice,17.38,89.0,3747.86,True,False,Cloudy,Clay,12829
292,Algeria,2005,Rice,17.19,89.0,3662.87,False,True,Rainy,Chalky,12998
293,Algeria,2006,Rice,18.13,89.0,4110.72,True,True,Cloudy,Silt,12769
294,Algeria,2007,Rice,17.42,89.0,5390.79,True,False,Cloudy,Peaty,13375
295,Algeria,2008,Rice,17.55,89.0,11556.12,False,True,Sunny,Chalky,13952
296,Algeria,2009,Rice,17.78,89.0,3867.99,False,True,Rainy,Loam,14594
297,Algeria,2010,Rice,17.59,89.0,1295.88,True,False,Rainy,Chalky,15305
298,Algeria,2011,Rice,17.79,89.0,13861.76,False,False,Cloudy,Silt,16081
299,Algeria,2012,Rice,17.91,89.0,17379.76,True,False,Rainy,Sandy,16667
300,Algeria,2013,Rice,17.65,89.0,17278.65,True,True,Rainy,Silt,17778
301,Algeria,2014,Rice,17.619999999999997,89.0,14258.22,False,False,Cloudy,Loam,17778
302,Algeria,2015,Rice,17.619999999999997,89.0,14258.22,False,False,Cloudy,Sandy,17579
303,Algeria,2016,Rice,17.619999999999997,89.0,14258.22,False,True,Cloudy,Clay,17502
304,Algeria,1990,Sorghum,17.48,89.0,1828.92,True,True,Rainy,Peaty,16571
305,Algeria,1991,Sorghum,16.26,89.0,2461.8,True,False,Sunny,Sandy,24231
306,Algeria,1992,Sorghum,16.27,89.0,1215.47,True,True,Rainy,Sandy,40000
